@RELATION compas

@ATTRIBUTE attribute_0 {0,1}
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 {0,1}
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 {0,1}
@ATTRIBUTE attribute_14 {0,1}
@ATTRIBUTE attribute_15 {0,1}

@DATA
1,33,0,4,0,0,1,0,0,0,4,2,1,0,1,1
1,29,0,8,2,1,7,0,0,0,8,7,7,0,1,0
0,55,0,4,0,0,6,1001,192,0,4,1,6,0,0,0
1,36,0,8,0,0,4,74,158,0,8,2,4,0,0,0
1,24,0,5,0,2,2,-1,1,0,5,5,2,0,1,0
1,25,0,8,0,1,1,620,1,0,8,8,1,0,1,0
0,36,0,5,0,0,1,-1,1,0,5,2,1,0,0,1
1,50,0,2,0,0,1,693,137,0,2,4,1,0,0,0
1,51,0,4,0,0,0,-1,1,1,4,1,0,0,1,0
1,26,0,10,2,0,13,-69,41,0,10,10,13,0,1,0
0,35,0,2,0,0,1,-1,1,0,2,1,1,0,1,1
1,31,0,9,0,0,8,29,61,0,9,7,8,0,1,0
1,45,0,9,0,0,1,-70,70,0,9,8,1,0,1,0
1,46,0,7,0,1,15,-1,1,0,7,1,15,0,1,0
0,54,0,9,0,0,1,-155,156,0,9,2,1,0,1,0
0,44,0,6,0,0,4,0,0,0,6,2,4,0,0,0
1,41,0,3,0,0,4,-3,3,0,3,1,4,0,0,0
1,37,0,2,0,0,2,-1,1,0,2,4,2,0,1,0
1,43,0,4,0,0,6,-1,1,0,4,1,6,0,0,1
1,30,0,5,1,1,7,-1,1,0,5,3,7,0,1,0
1,42,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,22,0,3,0,1,1,-22,22,0,3,4,1,0,0,1
1,23,0,8,0,0,0,-1,1,1,8,8,0,0,1,1
1,21,1,10,2,2,3,-1,1,0,10,10,3,0,1,0
1,30,0,2,0,0,1,-82,83,0,2,2,1,0,1,0
1,41,0,1,0,0,8,0,0,0,1,1,8,0,1,1
0,26,0,3,0,0,0,-1,1,0,3,3,0,0,0,0
1,43,0,1,0,0,2,-12,12,0,1,1,2,0,1,0
1,50,0,9,0,0,3,-1,1,0,9,4,3,0,1,0
0,31,0,2,0,0,0,0,1,0,2,2,0,0,0,0
1,33,0,3,0,0,4,-45,45,0,3,4,4,0,1,0
1,26,1,5,0,0,1,79,1637,0,5,4,1,0,1,1
0,27,0,6,0,0,1,-1,1,0,6,4,1,0,1,1
1,21,0,4,0,0,0,-1,1,0,4,6,0,0,1,0
1,59,0,6,0,0,15,-1,1,0,6,2,15,0,1,0
0,25,0,7,0,0,1,-103,103,0,7,3,1,0,1,0
1,36,0,5,0,0,1,-1,1,0,5,3,1,0,1,0
1,34,0,4,0,0,13,-1,1,0,4,1,13,0,1,1
0,32,0,3,0,0,0,-1,1,0,3,2,0,0,1,0
1,23,0,7,0,0,0,-1,1,0,7,8,0,0,1,0
1,24,0,4,0,0,0,-1,1,0,4,5,0,0,1,0
1,46,0,6,0,0,3,-33,33,0,6,7,3,0,1,1
1,24,0,4,0,0,1,216,298,0,4,4,1,0,1,0
1,23,0,4,1,0,4,-1,1,0,4,4,4,0,0,1
1,31,0,9,0,0,8,-1,1,0,9,5,8,0,1,0
1,50,0,9,0,0,3,-1,1,0,9,4,3,0,1,0
1,25,1,9,2,0,9,43,20,1,9,9,9,0,1,0
1,47,0,1,0,0,2,-30,30,0,1,1,2,0,0,1
1,18,3,9,0,0,2,-85,51,0,9,7,2,0,1,0
1,26,0,7,0,0,1,-1,1,0,7,4,1,0,0,0
0,31,0,2,0,0,1,-1,1,0,2,2,1,0,0,1
1,18,1,9,0,0,1,-23,333,0,9,10,1,0,1,0
0,38,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,32,1,10,1,0,20,0,0,0,10,7,20,0,1,0
1,21,0,6,0,0,1,-1,1,0,6,8,1,0,1,0
1,21,0,6,0,0,1,-1,1,0,6,6,1,0,1,1
1,22,0,4,0,0,0,-1,1,1,4,5,0,1,1,0
1,33,0,6,0,0,4,-56,56,0,6,5,4,0,0,0
1,26,0,7,0,0,9,-1,1,1,7,7,9,0,1,1
1,20,0,10,0,0,0,-1,1,0,10,10,0,0,0,0
1,22,1,7,0,0,2,-1,1,0,7,8,2,0,1,1
1,29,0,8,0,0,0,-1,1,0,8,3,0,0,1,1
0,30,0,3,0,0,0,0,0,0,3,3,0,0,1,1
1,43,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,29,0,5,0,0,0,-3,3,0,5,3,0,0,0,0
1,41,0,9,0,0,3,0,1,0,9,6,3,0,0,0
0,29,0,8,0,0,11,-1,1,0,8,5,11,0,1,0
1,47,0,7,0,0,22,-1,1,0,7,2,22,0,1,0
0,52,0,1,0,0,0,-6,6,0,1,1,0,0,0,0
0,27,0,10,0,0,3,534,129,0,10,7,3,0,0,0
1,29,0,3,0,0,7,0,0,0,3,2,7,0,1,0
1,24,0,3,0,0,0,-1,1,0,3,4,0,0,1,0
1,26,0,10,0,0,5,-1,1,0,10,8,5,0,1,1
1,20,0,6,0,0,1,-26,26,0,6,8,1,0,1,0
1,46,0,1,0,0,1,-37,37,0,1,1,1,0,0,0
1,33,0,3,0,0,0,-1,1,0,3,1,0,0,1,0
1,36,0,7,0,0,14,-1,1,0,7,3,14,0,1,0
1,24,0,4,0,0,0,-1,1,0,4,5,0,0,0,0
1,48,0,1,0,0,1,-1,1,0,1,1,1,0,0,0
1,30,0,2,0,0,2,-1,1,0,2,3,2,0,1,0
1,21,0,6,0,0,1,-1,1,0,6,7,1,0,1,1
0,29,0,10,0,0,20,11,46,0,10,3,20,0,0,0
1,27,0,6,0,0,10,-1,1,0,6,8,10,0,1,0
1,28,0,4,0,0,2,0,0,0,4,3,2,0,1,0
1,23,0,3,0,0,0,-1,1,0,3,4,0,0,1,0
1,20,3,9,0,1,3,-1,1,0,9,10,3,0,0,0
1,41,0,7,0,0,0,-1,1,0,7,1,0,0,1,0
1,35,0,10,0,0,27,-103,1,0,10,6,27,0,1,0
1,27,0,4,0,0,1,284,1088,1,4,3,1,1,1,0
1,20,0,10,0,0,2,9,33,0,10,10,2,0,1,0
1,28,0,8,0,0,6,-1,1,0,8,3,6,0,1,0
1,26,0,8,0,0,1,-1,1,1,8,6,1,1,1,0
1,26,0,8,0,2,1,-1,1,0,8,7,1,0,1,0
0,45,0,2,1,0,7,-1,0,0,2,1,7,0,0,1
0,33,0,2,0,0,0,-2,2,0,2,1,0,0,1,0
1,45,0,9,0,0,9,-1,1,0,9,4,9,0,0,0
1,36,0,5,0,2,7,-32,32,0,5,5,7,0,1,0
1,24,0,5,0,2,2,-1,1,0,5,5,2,0,1,0
1,41,0,1,0,0,2,-1,1,0,1,1,2,0,1,1
0,45,0,3,0,0,1,-1,1,0,3,2,1,0,1,0
1,24,0,10,0,0,4,-175,175,1,10,9,4,0,1,0
1,30,0,4,0,0,0,0,1,0,4,3,0,0,0,0
0,32,0,2,0,0,3,-1,1,0,2,2,3,0,1,1
1,30,0,7,0,0,21,0,1,0,7,2,21,0,1,0
1,23,0,10,0,0,0,0,0,0,10,5,0,0,1,0
1,37,0,3,0,1,2,-1,1,0,3,3,2,0,1,0
1,58,0,8,0,0,2,343,316,0,8,6,2,0,0,0
0,41,0,2,0,0,4,-100,247,0,2,1,4,0,1,0
1,28,0,7,0,0,7,-1,1,1,7,6,7,0,1,0
1,44,0,4,0,0,10,-7,7,0,4,2,10,0,1,0
1,31,0,8,0,0,9,0,0,0,8,2,9,0,0,0
1,70,0,1,0,0,2,-1,1,0,1,1,2,0,1,0
1,20,0,9,1,1,4,-1,1,0,9,6,4,0,1,0
1,29,0,4,0,0,1,-1,1,0,4,2,1,0,0,0
1,24,0,9,0,0,6,-1,1,0,9,5,6,0,0,0
1,55,0,7,0,0,11,-1,338,0,7,3,11,0,0,0
1,26,0,10,0,1,6,0,0,0,10,10,6,0,1,0
1,26,0,4,0,0,5,-1,1,1,4,3,5,0,0,0
1,25,0,3,1,0,6,-1,1,0,3,5,6,0,1,0
0,34,0,4,0,0,5,0,1,0,4,2,5,0,1,0
0,23,0,4,0,0,0,-1,1,0,4,4,0,0,1,0
1,25,0,2,0,0,1,-1,1,0,2,3,1,0,1,1
1,28,0,4,0,0,1,-1,1,0,4,2,1,0,0,0
0,32,0,8,0,0,5,-1,1,0,8,3,5,0,1,0
1,20,0,7,0,0,1,-1,1,0,7,8,1,0,1,0
1,31,0,4,0,0,6,0,0,0,4,2,6,0,1,1
1,22,0,3,0,2,0,-1,1,0,3,5,0,0,1,0
1,37,0,9,0,0,18,-1,1,0,9,2,18,0,1,0
1,55,0,7,0,0,3,-1,1,0,7,2,3,0,0,0
1,25,0,10,0,0,1,0,1,0,10,9,1,0,1,1
1,24,0,3,0,0,1,-37,37,0,3,3,1,0,0,0
1,23,0,8,0,0,3,-1,1,0,8,9,3,0,1,1
1,44,0,1,0,0,1,-4,4,0,1,2,1,0,0,0
1,22,0,4,1,0,1,-1,1,0,4,5,1,0,0,0
1,44,0,8,0,0,8,-1,1,1,8,5,8,1,1,0
1,21,0,3,0,0,0,-1,1,0,3,6,0,0,0,0
1,35,0,8,0,0,12,-1,1,0,8,7,12,0,1,0
1,20,0,5,0,0,1,-1,1,0,5,7,1,0,0,0
1,65,0,2,0,0,2,-18,18,1,2,1,2,1,1,0
1,38,0,2,0,0,4,-1,1,0,2,2,4,0,0,0
1,42,0,5,0,0,6,-1,1,0,5,6,6,0,1,0
1,20,0,10,0,0,1,0,0,1,10,10,1,0,1,0
1,57,0,1,0,0,1,-15,15,0,1,1,1,0,1,0
1,34,0,1,0,0,0,-1,1,0,1,1,0,0,1,0
0,44,0,1,0,0,2,-1,1,0,1,1,2,0,0,0
1,24,0,9,0,2,1,-1,1,0,9,9,1,0,1,0
1,25,0,6,0,0,1,-1,1,0,6,3,1,0,0,0
0,24,0,4,0,0,1,-325,325,0,4,2,1,0,1,1
1,46,0,6,0,0,1,-1,1,0,6,4,1,0,1,0
1,23,0,7,0,0,3,0,0,0,7,5,3,0,1,0
0,69,0,3,0,0,5,-3,3,0,3,1,5,0,0,0
1,26,0,4,0,0,5,-1,1,0,4,3,5,0,1,1
0,42,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,30,0,3,0,0,4,326,2,0,3,2,4,0,1,1
1,47,0,8,0,0,23,-1,1,0,8,1,23,0,1,0
1,21,0,8,0,0,1,-1,1,0,8,8,1,0,1,1
1,43,1,4,0,0,8,34,45,0,4,5,8,0,1,0
1,22,0,5,0,0,0,0,1,0,5,6,0,0,1,0
1,25,0,5,1,1,7,-1,1,0,5,5,7,0,1,0
0,21,0,8,0,0,0,-1,1,0,8,7,0,0,1,0
1,23,0,7,0,0,2,-1,1,1,7,6,2,0,0,1
1,41,0,4,0,0,5,-6,6,0,4,6,5,0,1,1
1,44,0,5,0,0,8,-19,19,0,5,4,8,0,1,0
1,30,0,4,0,0,5,-1,1,0,4,6,5,0,1,1
1,22,0,10,0,0,11,0,1,1,10,8,11,0,1,1
0,26,0,2,0,0,1,-1,1,0,2,2,1,0,1,0
1,27,0,4,0,0,1,0,1,0,4,3,1,0,1,0
1,61,0,6,0,0,8,-35,11,0,6,3,8,0,1,1
1,21,0,9,0,0,2,-75,75,0,9,8,2,0,0,0
0,42,0,9,0,0,3,-1,1,0,9,3,3,0,1,0
0,24,0,7,0,0,2,-1,1,0,7,5,2,0,0,0
1,20,0,10,0,0,0,-1,1,0,10,9,0,0,1,1
1,33,0,8,0,0,14,-1,1,1,8,4,14,1,1,1
1,42,0,9,0,0,15,121,405,0,9,7,15,0,1,0
1,23,0,3,0,1,0,-1,1,0,3,5,0,0,1,0
1,45,0,1,0,0,5,-1,1,0,1,1,5,0,1,1
1,32,0,1,0,0,0,0,1,0,1,2,0,0,1,0
1,54,0,1,0,0,0,0,1,0,1,1,0,0,0,1
0,42,0,9,0,0,6,0,0,0,9,1,6,0,1,0
0,36,0,10,0,0,4,-1,1,0,10,6,4,0,1,0
1,28,1,5,0,0,12,-1,1,0,5,5,12,0,1,0
1,66,0,2,0,0,5,-40,40,0,2,1,5,0,1,0
1,22,0,7,0,1,0,-1,1,0,7,6,0,0,1,0
1,52,0,9,0,0,3,-2,2,0,9,6,3,0,0,0
1,21,0,9,2,1,2,-1,1,1,9,8,2,1,0,0
1,35,0,4,0,2,3,0,1,0,4,1,3,0,0,0
0,23,0,10,0,0,2,-1,1,0,10,7,2,0,1,0
1,30,0,2,0,0,0,0,0,0,2,2,0,0,1,0
1,45,0,7,0,0,8,-1,0,1,7,4,8,0,1,0
0,35,0,3,0,0,1,-29,29,0,3,2,1,0,0,0
1,21,0,4,0,0,1,-1,1,0,4,6,1,0,1,1
1,38,0,4,0,0,0,0,0,0,4,2,0,0,0,1
1,26,0,10,0,0,5,311,1156,0,10,8,5,0,1,0
0,30,0,3,0,0,0,-1,1,0,3,2,0,0,1,1
1,31,0,8,0,0,17,-1,1,0,8,8,17,0,0,0
0,28,0,7,0,0,4,-1,1,0,7,3,4,0,1,0
1,28,0,9,0,0,10,-1,1,0,9,5,10,0,1,0
1,23,8,10,2,0,11,-1,1,0,10,9,11,0,0,0
1,30,0,6,0,0,13,-1,1,0,6,2,13,0,0,1
1,50,0,7,0,0,0,-1,1,0,7,2,0,0,0,0
1,30,0,10,0,0,7,0,1,0,10,10,7,0,1,0
1,40,0,1,0,0,1,-1,1,0,1,2,1,0,1,0
1,23,0,8,0,0,1,0,0,0,8,5,1,0,1,0
1,41,0,8,0,0,2,-1,1,0,8,2,2,0,0,0
1,43,0,9,0,0,0,-1,1,0,9,3,0,0,0,1
1,27,0,6,0,0,4,-1,1,0,6,6,4,0,1,0
1,34,0,1,0,0,0,-1,1,0,1,1,0,0,1,1
1,41,0,1,0,0,1,-1,1,0,1,1,1,0,0,1
1,40,0,5,0,0,4,-1,1,0,5,4,4,0,0,0
1,20,0,7,0,1,2,-1,0,1,7,9,2,1,1,1
1,25,0,2,0,0,1,0,0,0,2,3,1,0,1,0
1,34,0,1,0,0,1,0,0,0,1,1,1,0,0,0
1,29,0,2,0,0,1,-1,419,0,2,3,1,0,1,1
0,44,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,30,0,10,0,0,7,0,1,0,10,10,7,0,1,1
1,20,0,9,1,1,2,-1,1,0,9,7,2,0,1,0
0,23,0,10,0,0,2,16,20,1,10,9,2,1,1,0
1,29,0,9,0,0,8,-1,65,0,9,4,8,0,1,0
1,36,0,8,0,0,4,74,158,0,8,2,4,0,0,1
1,32,0,9,0,0,13,-1,1,0,9,8,13,0,1,0
0,28,0,6,0,0,0,-1,1,0,6,3,0,0,0,0
1,22,0,3,0,0,1,-54,54,0,3,4,1,0,0,0
1,51,0,7,0,0,5,0,523,0,7,5,5,0,1,1
1,26,0,9,0,0,4,-1,1,0,9,7,4,0,1,1
0,36,0,2,0,0,0,0,1,0,2,1,0,0,1,0
1,51,0,2,0,0,4,-26,26,0,2,2,4,0,1,0
1,26,0,6,1,1,12,-1,0,0,6,7,12,0,1,0
1,34,0,7,0,0,8,-104,104,0,7,4,8,0,0,0
1,38,0,3,0,0,0,-1,1,0,3,1,0,0,1,0
1,36,2,10,0,0,5,-64,64,0,10,8,5,0,1,0
0,34,0,9,0,0,1,148,2374,0,9,7,1,0,1,0
1,25,0,3,0,0,1,-1,1,0,3,5,1,0,0,0
1,26,0,5,0,0,6,-105,0,0,5,4,6,0,1,1
1,27,0,10,0,0,7,0,0,0,10,10,7,0,1,1
1,37,0,1,0,0,0,-1,0,0,1,1,0,0,0,0
1,24,0,8,0,0,0,-1,1,1,8,8,0,1,1,0
1,31,0,1,0,0,0,-1,1,1,1,1,0,1,0,0
1,24,1,10,0,0,6,-1,1,0,10,9,6,0,1,0
1,26,0,4,0,0,7,-2,2,0,4,4,7,0,1,0
0,21,0,7,0,0,1,-1,1,0,7,5,1,0,1,0
1,34,0,10,0,0,9,-1,1,0,10,5,9,0,1,0
0,56,0,5,0,0,10,-1,1,0,5,4,10,0,0,0
1,25,0,2,0,0,1,-81,81,0,2,3,1,0,0,1
1,45,1,7,0,0,16,-1,1,0,7,2,16,0,1,0
1,26,0,10,0,0,20,0,0,0,10,10,20,0,1,0
1,24,0,6,0,0,6,-1,1,0,6,6,6,0,1,0
1,57,0,1,0,0,1,-1,1,0,1,1,1,0,0,0
0,20,0,5,0,0,0,-1,1,0,5,7,0,0,1,0
1,34,0,8,0,0,3,0,1,0,8,6,3,0,1,0
1,30,1,4,0,0,9,-1,1,0,4,4,9,0,1,0
1,33,0,2,0,0,0,-1,1,0,2,2,0,0,0,0
1,36,0,7,0,0,9,0,1,0,7,6,9,0,1,0
1,23,0,10,3,1,6,-1,1,0,10,6,6,0,1,0
1,24,0,1,0,0,0,-1,1,0,1,3,0,0,1,0
1,35,0,7,0,0,2,-1,1,0,7,4,2,0,1,0
1,33,0,1,1,0,5,-1,1,0,1,1,5,0,0,1
1,45,0,1,0,0,6,-1,1,1,1,1,6,1,1,0
1,24,0,2,0,0,0,-1,1,0,2,3,0,0,1,0
1,50,0,9,0,0,3,-1,1,0,9,4,3,0,1,0
1,29,0,4,0,0,2,-26,26,0,4,2,2,0,1,0
0,43,0,1,0,0,0,-1,1,0,1,1,0,0,1,0
1,49,0,5,0,0,12,-24,24,0,5,1,12,0,0,1
1,24,0,5,0,0,1,0,0,0,5,5,1,0,1,1
1,26,0,9,1,3,14,0,1,0,9,8,14,0,1,0
1,30,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,20,4,10,2,1,6,-70,70,0,10,10,6,0,1,0
1,32,0,4,0,0,5,-1,1,0,4,4,5,0,1,0
1,21,0,9,0,0,0,-1,1,0,9,10,0,0,1,0
1,22,0,10,0,0,0,-1,1,0,10,10,0,0,1,1
1,25,0,2,0,0,0,-1,1,0,2,3,0,0,0,0
1,58,0,1,0,0,1,-1,3376,0,1,1,1,0,0,0
1,41,2,8,0,1,14,41,1,0,8,9,14,0,1,0
0,21,0,5,0,0,0,-4,4,0,5,6,0,0,1,0
1,34,0,1,0,0,0,-1,1,0,1,2,0,0,1,0
1,33,0,4,0,0,5,0,1,0,4,2,5,0,1,0
1,25,1,9,2,0,9,43,20,1,9,9,9,0,1,1
1,33,0,2,0,0,0,-1,1,0,2,2,0,0,1,0
1,34,0,2,0,0,0,-1,1,0,2,1,0,0,0,0
0,26,0,4,0,0,1,-2,2,0,4,3,1,0,0,1
0,53,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,28,0,3,0,0,0,-1,1,0,3,2,0,0,0,0
1,21,0,6,0,0,1,-1,1,1,6,6,1,0,1,1
1,22,0,9,1,0,1,-1,1,0,9,9,1,0,1,0
1,23,0,7,0,0,1,-1,1,0,7,7,1,0,1,0
1,55,0,8,0,0,7,0,0,0,8,10,7,0,0,0
1,46,0,4,0,1,2,-1,1,0,4,1,2,0,0,0
1,27,0,9,0,0,10,-1,1,0,9,6,10,0,1,0
1,59,0,1,0,0,0,-1,2,0,1,1,0,0,0,0
1,51,0,1,0,0,0,-1,1,0,1,1,0,0,1,0
1,24,0,8,0,0,3,-1,1,0,8,6,3,0,0,0
1,43,0,9,0,0,19,-31,31,0,9,2,19,0,1,0
1,23,0,8,0,0,2,-9,9,0,8,8,2,0,1,1
1,25,0,2,0,0,0,-1,1,1,2,3,0,1,0,0
1,27,0,8,0,0,4,-1,1,0,8,5,4,0,1,0
1,21,0,6,0,0,1,-1,1,0,6,6,1,0,1,0
1,53,0,7,0,0,0,-1,1,0,7,5,0,0,0,0
1,27,0,5,0,0,1,-1,1,0,5,3,1,0,1,1
1,39,0,7,0,0,5,-1,1,0,7,4,5,0,1,1
1,24,0,4,0,0,1,-1,1,0,4,4,1,0,1,0
1,35,0,7,0,0,0,-1,1,0,7,2,0,0,1,1
0,38,0,4,0,0,1,0,1,0,4,1,1,0,0,1
1,23,0,6,0,0,2,-1,1,0,6,5,2,0,1,0
1,33,0,2,0,0,5,0,1,0,2,2,5,0,1,0
1,33,0,2,0,0,3,-1,1,0,2,2,3,0,1,0
1,21,0,8,1,0,6,-19,1,0,8,7,6,0,1,0
1,20,0,8,3,0,3,0,0,0,8,8,3,0,1,1
1,43,0,10,0,0,6,0,81,0,10,5,6,0,1,1
1,22,0,6,0,1,1,-1,1,0,6,7,1,0,0,0
1,65,0,4,0,0,6,-61,35,0,4,1,6,0,0,0
1,26,0,4,0,0,1,219,37,0,4,3,1,0,0,0
0,35,0,2,0,0,12,-54,55,0,2,1,12,0,1,0
1,28,0,9,0,0,7,-1,1,0,9,10,7,0,0,1
1,57,0,9,0,0,12,-1,1,0,9,6,12,0,1,0
1,27,0,6,2,1,13,0,0,0,6,3,13,0,1,0
1,21,0,6,0,0,0,0,0,0,6,6,0,0,1,0
1,45,0,1,0,0,1,0,0,0,1,1,1,0,0,0
1,22,0,6,0,0,1,-1,1,1,6,7,1,1,1,1
1,37,0,10,0,0,1,-1,1,0,10,10,1,0,1,1
1,41,0,5,0,0,5,-1,1006,0,5,6,5,0,1,0
1,27,0,2,0,0,2,-1,1,0,2,2,2,0,1,0
1,27,0,7,0,0,21,0,0,0,7,3,21,0,1,0
1,24,0,2,0,0,1,-8,8,0,2,3,1,0,0,0
0,48,0,6,0,0,0,-1,1,1,6,1,0,1,1,0
1,25,0,5,0,0,2,-1,1,0,5,4,2,0,0,1
1,29,0,10,0,6,6,-1,307,0,10,7,6,0,1,1
1,30,0,7,0,0,1,0,0,0,7,4,1,0,1,0
1,26,0,5,0,0,5,-90,90,0,5,6,5,0,1,1
0,38,0,1,0,0,3,0,0,0,1,1,3,0,1,0
1,25,0,9,1,0,9,-1,1,0,9,9,9,0,0,0
1,24,0,8,0,1,3,0,1,0,8,7,3,0,1,1
0,36,0,2,0,0,1,-4,4,0,2,1,1,0,1,0
1,33,0,2,0,0,3,-1,1,0,2,1,3,0,1,0
1,30,0,3,0,0,1,-1,1,0,3,2,1,0,0,0
1,34,0,7,0,0,3,-105,105,0,7,6,3,0,1,0
1,22,0,5,0,0,5,-1,1,0,5,4,5,0,0,0
1,58,0,8,0,0,2,7,2835,0,8,2,2,0,1,0
0,34,0,5,0,0,3,213,6,0,5,2,3,0,0,0
1,35,0,4,0,0,2,-1,1,0,4,2,2,0,1,0
1,25,2,10,0,0,4,-1,1,0,10,7,4,0,1,1
1,21,0,9,0,0,1,-1,1,0,9,9,1,0,1,0
0,25,0,7,0,0,1,-103,103,0,7,3,1,0,1,0
1,27,0,10,0,0,1,506,409,0,10,10,1,0,0,0
1,45,0,1,0,0,5,230,233,0,1,1,5,0,1,0
1,29,0,1,0,0,1,-7,8,0,1,2,1,0,0,0
1,35,0,5,0,0,4,-1,1,0,5,2,4,0,0,1
1,40,0,8,0,0,7,129,77,0,8,9,7,0,1,0
1,58,0,1,0,0,0,-1,2,0,1,1,0,0,1,0
1,67,0,1,0,0,3,-1,1,0,1,1,3,0,1,1
1,24,0,3,0,0,0,-1,1,0,3,4,0,0,1,0
1,39,0,4,0,0,0,0,0,0,4,4,0,0,0,0
0,24,0,6,0,0,0,-1,1,0,6,5,0,0,1,0
0,34,0,10,0,0,9,84,18,0,10,6,9,0,0,0
1,31,0,6,0,0,7,-2,2,0,6,4,7,0,1,0
1,28,0,2,0,0,1,-1,1,0,2,2,1,0,1,0
1,48,0,6,0,0,20,302,562,0,6,4,20,0,0,0
1,48,0,1,0,0,2,-1,1,0,1,1,2,0,1,0
1,23,0,7,2,1,3,-1,1,1,7,9,3,0,1,0
1,30,0,10,3,0,18,-1,1,0,10,8,18,0,1,0
0,35,0,2,0,0,7,-1,1,0,2,1,7,0,1,1
1,23,0,6,0,0,0,-3,3,0,6,5,0,0,0,0
0,51,0,4,0,0,0,-1,1,0,4,1,0,0,0,1
1,34,0,4,0,0,11,-1,1,0,4,3,11,0,0,0
0,25,0,5,0,0,4,-1,1,0,5,4,4,0,1,1
1,26,0,9,0,0,4,-1,1,0,9,9,4,0,1,0
1,22,0,10,0,0,11,0,1,1,10,8,11,0,1,0
1,37,0,9,0,0,12,0,1,0,9,8,12,0,1,0
0,21,0,8,0,0,0,-1,1,0,8,7,0,0,1,0
0,24,0,6,1,3,8,0,1,0,6,7,8,0,0,0
1,44,0,2,0,0,0,-1,1,0,2,3,0,0,0,0
0,29,0,10,0,0,20,11,46,0,10,3,20,0,0,1
1,28,0,10,8,2,12,-1,1,0,10,7,12,0,1,0
1,42,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1,35,0,3,0,0,0,-1,1,0,3,2,0,0,0,0
1,36,0,3,0,0,4,-123,123,0,3,2,4,0,0,0
1,44,0,4,0,0,7,0,1,0,4,3,7,0,1,1
1,39,0,6,0,0,2,-88,88,0,6,3,2,0,0,1
1,26,0,10,0,1,6,0,0,0,10,10,6,0,1,0
0,34,0,5,2,0,7,258,908,0,5,2,7,0,1,0
1,24,0,7,0,1,4,-1,1,0,7,4,4,0,1,0
1,35,0,1,0,0,2,-8,8,0,1,1,2,0,1,0
1,45,0,2,0,0,1,0,1,0,2,1,1,0,0,0
0,39,0,3,0,0,0,-2,2,0,3,2,0,0,1,0
1,47,0,4,0,0,2,-3,4,0,4,5,2,0,0,0
1,22,0,10,0,0,3,0,1,0,10,6,3,0,0,0
1,51,0,1,0,0,6,11,33,0,1,1,6,0,0,0
1,28,0,7,0,0,9,-134,134,0,7,8,9,0,0,0
1,25,0,9,0,0,3,-1,1,0,9,6,3,0,1,1
1,47,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,23,0,9,0,1,6,-1,1,1,9,8,6,0,1,0
1,55,0,1,0,0,0,-1,1,0,1,1,0,0,0,1
1,27,0,8,0,0,10,0,0,0,8,8,10,0,1,0
1,25,0,4,0,0,2,-1,1,0,4,4,2,0,1,1
1,22,0,4,0,0,1,-2,2,0,4,5,1,0,0,1
1,65,0,4,0,0,6,-61,35,0,4,1,6,0,0,0
1,21,0,10,0,0,0,-5,5,1,10,9,0,0,1,1
0,50,0,2,0,0,3,0,1,0,2,1,3,0,1,1
1,25,0,3,0,0,0,0,1,0,3,4,0,0,0,0
1,52,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
0,38,0,1,0,0,0,-2,2,0,1,1,0,0,1,0
1,51,0,1,0,0,3,-1,1,0,1,1,3,0,0,0
1,42,0,8,0,0,6,-1,1,0,8,8,6,0,1,0
1,36,1,9,0,0,10,92,95,0,9,4,10,0,0,0
1,53,0,6,0,0,6,-1,1,0,6,3,6,0,1,0
0,25,0,5,0,0,0,-1,1,0,5,3,0,0,0,1
0,24,0,4,0,0,0,-1,1,1,4,3,0,1,1,0
0,45,0,8,0,0,3,-1,1,0,8,2,3,0,0,0
1,67,0,1,0,0,0,-1,1,0,1,1,0,0,0,0
1,28,0,5,0,0,5,-23,23,0,5,4,5,0,0,0
0,49,0,6,0,0,6,-56,56,0,6,2,6,0,0,1
1,41,0,5,0,0,19,29,267,0,5,9,19,0,1,0
0,39,0,3,0,0,1,-1,1,0,3,1,1,0,1,0
0,32,0,2,0,0,0,-3,4,0,2,1,0,0,1,0
1,25,0,2,0,0,1,-1,1,0,2,3,1,0,1,0
1,26,0,4,0,0,2,-1,1,0,4,3,2,0,1,0
1,26,0,6,0,0,1,-1,1,0,6,3,1,0,0,0
1,32,0,10,0,0,4,-1,2,0,10,8,4,0,0,0
